,Year,Country,Region,city,AttackType,Killed,Wounded,Target,Summary,Group,Target_type,Weapon_type,Motive
41924,2016,Turkey,Middle East & North Africa,Van,Bombing/Explosion,0,48.0,Provincial Offices,"09/12/2016: An explosives-laden vehicle detonated targeting the provincial headquarters of the Justice and Development Party (AKP) in Besvol area, Van, Turkey. At least 48 people were injured in the blast. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the dismissal of many mayors in Kurdish-run districts and for the killing of Kurdish civilians by authorities.",Kurdistan Workers' Party (PKK),Private Citizens & Property,Explosives,The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the dismissal of many mayors in Kurdish-run districts and for the killing of Kurdish civilians by authorities.
41934,2016,Turkey,Middle East & North Africa,Semdinli district,Assassination,1,0.0,Member: Ahmet Budak,"09/14/2016: Assailants opened fire on Ahmet Budak near his residence in Semdinli district, Hakkari, Turkey. Budak, a Justice and Development Party (AKP) politician, was killed in the attack. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that the attack was carried out as a warning to Kurdish members of the AKP.",Kurdistan Workers' Party (PKK),Private Citizens & Property,Firearms,The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that the attack was carried out as a warning to Kurdish members of the Justice and Development Party (AKP).
41961,2016,Turkey,Middle East & North Africa,Ankara,Armed Assault,0,1.0,Embassy,"09/21/2016: An assailant attempted to stab a police officer and enter the Israeli Embassy in Ankara, Turkey. The assailant was injured when police opened fire. No other casualties were reported. Osman Nuri Caliskan confessed to carrying out the attack and stated that he wanted ""to stop the bloodshed in the Middle East.""",Unknown,Government (Diplomatic),Melee,"An unaffiliated individual, identified as Osman Nuri Caliskan, claimed responsibility for the incident and stated that he targeted the Israeli embassy ""to stop the bloodshed in the Middle East."""
42024,2016,Turkey,Middle East & North Africa,Ozalp,Assassination,1,0.0,District Chair: Aydin Mustu,"10/09/2016: Assailants opened fire on Aydin Mustu in Ozalp, Van, Turkey. Mustu, a Justice and Development Party (AKP) district deputy head, was killed in the attack. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that Aydin Mustu was targeted for supporting operations against the group.",Kurdistan Workers' Party (PKK),Private Citizens & Property,Firearms,The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that Aydin Mustu was targeted for supporting operations against the PKK.
42032,2016,Turkey,Middle East & North Africa,Dicle,Assassination,1,0.0,District Chairperson: Deryan Aktert,"10/11/2016: Assailants opened fire on Deryan Aktert at his office in Dicle, Diyarbakir, Turkey. Aktert, a Justice and Development Party (AKP) district chairperson, was killed in the attack. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that Deryan Aktert was targeted for supporting operations against the PKK.",Kurdistan Workers' Party (PKK),Private Citizens & Property,Firearms,The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that Deryan Aktert was targeted for supporting operations against the PKK.
42188,2016,Turkey,Middle East & North Africa,Derik district,Assassination,1,2.0,District Governor: Muhammed Fatih Safiturk,"11/10/2016: Assailants fired a projectile at the office of District Governor Muhammed Fatih Safiturk in Derik, Mardin, Turkey. Safiturk was killed and two people were wounded in the attack. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the deaths of innocent civilians by the government.",Kurdistan Workers' Party (PKK),Government (General),Explosives,The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the deaths of innocent civilians by the government.
42286,2016,Turkey,Middle East & North Africa,Cukurca district,Armed Assault,20,0.0,Base,"12/03/2016: Assailants launched mortars and opened fire on a military base in Cukurca district, Hakkari, Turkey. At least 20 assailants were killed in the ensuing clash. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for military operations.",Kurdistan Workers' Party (PKK),Military,Explosives,The Kurdistan Workers' Party (PKK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for military operations.
42296,2016,Turkey,Middle East & North Africa,Istanbul,Assassination,0,0.0,Prosecutor: Evliya Caliskan,"12/07/2016: Assailants opened fire on Evliya Caliskan's vehicle in Sultangazi neighborhood, Istanbul, Turkey. Caliskan, a terrorism prosecutor for the Bureau of Terror and Organized Crime, was not harmed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Devrimici Halk Kurtulus Cephesi (DHKP/C).",Devrimici Halk Kurtulus Cephesi (DHKP/C),Government (General),Firearms,"The specific motive is unknown; however, sources posited that Devrimici Halk Kurtulus Cephesi (DHKP/C) targeted Prosecutor Evliya Caliskan in retaliation for charging several DHKP/C members."
42300,2016,Turkey,Middle East & North Africa,Istanbul,Bombing/Explosion,23,83.0,Stadium,"12/10/2016: An explosives-laden vehicle detonated outside the Vodaphone Arena during a soccer match in Besiktas area, Istanbul, Turkey. This was one of two coordinated attacks in the area within a short period of time. At least 46 people were killed and 165 people were injured across both events; the victims included police officers and civilians. The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the Turkish government's imprisonment of Kurdistan Workers' Party (PKK) leader Abdullah Ocalan and for military operations against members of the Kurdish community. Sources also attributed the attack to the Kurdistan Workers' Party (PKK).",Kurdistan Freedom Hawks (TAK),Business,Explosives,"The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the Turkish government's imprisonment of Kurdistan Workers' Party (PKK) leader, Abdullah Ocalan and for military operations against members of the Kurdish community."
42301,2016,Turkey,Middle East & North Africa,Istanbul,Bombing/Explosion,24,82.0,Stadium,"12/10/2016: A suicide bomber detonated outside the Vodaphone Arena during a soccer match in Besiktas area, Istanbul, Turkey. This was one of two coordinated attacks in the area within a short period of time. At least 46 people were killed and 165 people were injured across both events; the victims included police officers and civilians. The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the Turkish government's imprisonment of Kurdistan Workers' Party (PKK) leader Abdullah Ocalan and for military operations against members of the Kurdish community. Sources also attributed the attack to the Kurdistan Workers' Party (PKK).",Kurdistan Freedom Hawks (TAK),Business,Explosives,"The Kurdistan Freedom Hawks (TAK) claimed responsibility for the incident and stated that the attack was carried out in retaliation for the Turkish government's imprisonment of Kurdistan Workers' Party (PKK) leader, Abdullah Ocalan and for military operations against members of the Kurdish community."
42312,2016,Turkey,Middle East & North Africa,Izmir,Armed Assault,0,0.0,Fazil Say Classical Music Concert,"12/13/2016: An assailant armed with a cleaver entered the Adnan Saygun Art Center during a concert in Konak neighborhood, Izmir, Turkey. There were no reported casualties as the assailant was detained by police officers. The assailant, identified as E.Y., accused concert attendees of ""disrespecting the mourning"" of those who were killed in the December 10 Istanbul attacks.",Unknown,Business,Melee,"An individual, identified as E.Y., claimed responsibility for the incident and accused Fazil Say Classical Music Concert attendees of ""disrespecting the mourning"" of those who were killed in the December 10 Istanbul attacks."
42329,2016,Turkey,Middle East & North Africa,Ankara,Assassination,2,3.0,Ambassador to Turkey: Andrei Karlov,"12/19/2016: An assailant opened fire on Andrei Karlov, the Russian ambassador to Turkey, at an art gallery in Ankara, Turkey. Karlov and the assailant, identified as Mevlut Mert Altintas, were killed and three people were injured in the assault. The Independent Military Wing of the Syrian Revolution Abroad claimed responsibility for the attack. Jaish al-Fatah (Syria) separately claimed responsibility for the incident, although sources doubted the veracity of this claim. Sources also suspected the involvement of the Fetullah Terrorist Organization.",The Independent Military Wing of the Syrian Revolution Abroad,Government (Diplomatic),Firearms,"The Independent Military Wing of the Syrian Revolution Abroad claimed responsibility for the incident and stated that the attack was the ""beginning of coming operations targeting all Iranian and Russian interests."" Sources also noted that the assailant yelled ""Don't forget Aleppo! Don't forget Syria!"" during the attack."
